"SAT.V","SAT.Q","SAT.C","School","GPA","Status"
510,460,970,"COMMUNICATIONS",3.3648,"G"
800,710,1510,"ENGINEERING",3.8666,"G"
650,710,1360,"BUSINESS",3.5569,"G"
590,550,1140,"COMMUNICATIONS",2.6923,"G"
540,460,1000,"NATURAL SCIENCE",2.4482,"G"
470,470,940,"LIBERAL ARTS",3.2641,"G"
630,570,1200,"LIBERAL ARTS",3.67,"G"
600,510,1110,"BUSINESS",3.3636,"G"
530,520,1050,"LIBERAL ARTS",2.566,"G"
470,360,830,"COMMUNICATIONS",2.9278,"G"
610,610,1220,"ENGINEERING",3.4107,"G"
650,650,1300,"BUSINESS",2.757,"G"
550,650,1200,"ENGINEERING",3.3475,"G"
560,710,1270,"LIBERAL ARTS",2.8636,"G"
610,650,1260,"LIBERAL ARTS",3.6909,"G"
680,700,1380,"BUSINESS",3.7739,"G"
450,540,990,"NATURAL SCIENCE",2.5631,"G"
560,650,1210,"BUSINESS",2.9009,"G"
520,590,1110,"BUSINESS",3.8571,"G"
610,670,1280,"BUSINESS",3.0714,"G"
410,440,850,"LIBERAL ARTS",2.9262,"G"
690,600,1290,"COMMUNICATIONS",3.6691,"G"
760,670,1430,"BUSINESS",3.625,"G"
610,590,1200,"COMMUNICATIONS",2.9158,"G"
540,460,1000,"NATURAL SCIENCE",3.4878,"G"
560,590,1150,"LIBERAL ARTS",2.1864,"G"
560,520,1080,"LIBERAL ARTS",2.8829,"G"
560,630,1190,"LIBERAL ARTS",2.991,"G"
540,660,1200,"LIBERAL ARTS",2.9,"G"
570,510,1080,"LIBERAL ARTS",2.4045,"G"
590,680,1270,"NATURAL SCIENCE",3.6055,"G"
700,680,1380,"NATURAL SCIENCE",3.5035,"G"
580,660,1240,"NATURAL SCIENCE",2.2303,"G"
760,800,1560,"ENGINEERING",3.1094,"G"
690,720,1410,"LIBERAL ARTS",3.7586,"G"
560,630,1190,"ENGINEERING",2.5648,"G"
570,670,1240,"NATURAL SCIENCE",3.112,"G"
490,520,1010,"COMMUNICATIONS",3.9157,"G"
560,570,1130,"BUSINESS",3.6585,"G"
690,620,1310,"FINE ARTS",3.7214,"G"
610,490,1100,"NATURAL SCIENCE",2.6538,"G"
480,640,1120,"NATURAL SCIENCE",2.541,"G"
510,590,1100,"NATURAL SCIENCE",2.7619,"G"
630,560,1190,"LIBERAL ARTS",3.1592,"G"
800,700,1500,"LIBERAL ARTS",3.8015,"G"
540,530,1070,"ENGINEERING",3.21,"G"
460,420,880,"LIBERAL ARTS",2.4684,"G"
630,660,1290,"BUSINESS",2.8415,"G"
610,540,1150,"LIBERAL ARTS",3.7765,"G"
560,530,1090,"LIBERAL ARTS",2.8863,"G"
680,780,1460,"NATURAL SCIENCE",3.9655,"G"
650,540,1190,"NATURAL SCIENCE",3.1732,"G"
420,440,860,"COMMUNICATIONS",3.246,"G"
560,580,1140,"ENGINEERING",3.4656,"G"
580,750,1330,"ENGINEERING",3.1102,"G"
510,600,1110,"NATURAL SCIENCE",3.46,"G"
570,690,1260,"LIBERAL ARTS",3.1454,"G"
510,650,1160,"BUSINESS",3.3461,"G"
440,550,990,"NATURAL SCIENCE",3.2156,"G"
570,590,1160,"BUSINESS",3.5576,"G"
730,720,1450,"COMMUNICATIONS",3.6407,"G"
600,630,1230,"BUSINESS",3.3311,"G"
690,710,1400,"NATURAL SCIENCE",3.3741,"G"
620,580,1200,"NATURAL SCIENCE",2.9534,"G"
590,670,1260,"NATURAL SCIENCE",3.5793,"G"
680,800,1480,"NATURAL SCIENCE",3.2393,"G"
550,530,1080,"LIBERAL ARTS",3.3271,"G"
520,590,1110,"NATURAL SCIENCE",3.6339,"G"
580,700,1280,"NATURAL SCIENCE",3.0982,"G"
480,560,1040,"BUSINESS",2.2573,"G"
680,580,1260,"LIBERAL ARTS",3.0606,"G"
430,510,940,"LIBERAL ARTS",2.3015,"G"
590,630,1220,"LIBERAL ARTS",2.8412,"G"
610,680,1290,"BUSINESS",3.5785,"G"
700,660,1360,"LIBERAL ARTS",2.9417,"G"
620,640,1260,"LIBERAL ARTS",3.2031,"G"
590,660,1250,"NATURAL SCIENCE",2.672,"G"
660,660,1320,"NATURAL SCIENCE",3.685,"G"
430,500,930,"BUSINESS",3.0454,"G"
580,690,1270,"LIBERAL ARTS",3.9666,"G"
660,500,1160,"NURSING",3.9724,"G"
530,680,1210,"NATURAL SCIENCE",3,"G"
610,700,1310,"BUSINESS",3.37,"G"
620,550,1170,"LIBERAL ARTS",3.1838,"G"
610,550,1160,"LIBERAL ARTS",3.3464,"G"
670,660,1330,"ENGINEERING",3.7022,"G"
560,680,1240,"LIBERAL ARTS",3.625,"G"
630,740,1370,"BUSINESS",3.8736,"G"
440,480,920,"NATURAL SCIENCE",3.0353,"G"
690,570,1260,"COMMUNICATIONS",3.5677,"G"
590,630,1220,"LIBERAL ARTS",2.8865,"G"
570,650,1220,"LIBERAL ARTS",3.5425,"G"
500,710,1210,"ENGINEERING",3.1951,"G"
620,670,1290,"LIBERAL ARTS",3.5744,"G"
700,630,1330,"BUSINESS",3.6413,"G"
590,580,1170,"LIBERAL ARTS",2.5867,"G"
570,580,1150,"BUSINESS",2.6974,"G"
540,710,1250,"LIBERAL ARTS",3.8148,"G"
540,510,1050,"BUSINESS",3.1428,"G"
680,800,1480,"ENGINEERING",3.604,"G"
640,690,1330,"LIBERAL ARTS",3.5,"G"
740,640,1380,"BUSINESS",3.8972,"G"
510,550,1060,"LIBERAL ARTS",2.9268,"G"
600,740,1340,"ENGINEERING",2.435,"G"
520,610,1130,"BUSINESS",3.8571,"G"
520,600,1120,"NURSING",3.875,"G"
610,630,1240,"LIBERAL ARTS",3.3103,"G"
580,670,1250,"NATURAL SCIENCE",3.4942,"G"
620,700,1320,"ENGINEERING",3.0753,"G"
700,800,1500,"ENGINEERING",3.6814,"G"
580,710,1290,"ENGINEERING",2.6821,"G"
620,540,1160,"LIBERAL ARTS",2.2941,"G"
540,610,1150,"NATURAL SCIENCE",2.7222,"G"
660,700,1360,"BUSINESS",3.1089,"G"
550,600,1150,"COMMUNICATIONS",3.6464,"G"
540,670,1210,"LIBERAL ARTS",2.8349,"G"
480,540,1020,"NATURAL SCIENCE",3.38,"G"
570,630,1200,"LIBERAL ARTS",2.6956,"G"
740,580,1320,"LIBERAL ARTS",3.3697,"G"
630,720,1350,"NATURAL SCIENCE",2.1985,"G"
610,530,1140,"LIBERAL ARTS",2.7904,"G"
620,670,1290,"NATURAL SCIENCE",3.4452,"G"
650,670,1320,"LIBERAL ARTS",3.5032,"G"
700,700,1400,"BUSINESS",3.6,"G"
560,610,1170,"LIBERAL ARTS",3.1018,"G"
700,660,1360,"LIBERAL ARTS",3.1011,"G"
490,630,1120,"ENGINEERING",3.0769,"G"
560,520,1080,"LIBERAL ARTS",3.324,"G"
730,650,1380,"ENGINEERING",2.858,"G"
600,620,1220,"NATURAL SCIENCE",3.0467,"G"
540,620,1160,"NATURAL SCIENCE",3.4352,"G"
610,540,1150,"NATURAL SCIENCE",3.1603,"G"
590,430,1020,"LIBERAL ARTS",3.226,"G"
500,670,1170,"LIBERAL ARTS",3.5208,"G"
750,650,1400,"COMMUNICATIONS",3.1015,"G"
600,680,1280,"NATURAL SCIENCE",3.5161,"G"
570,540,1110,"BUSINESS",2.8053,"G"
630,630,1260,"NATURAL SCIENCE",2.9769,"G"
560,790,1350,"ENGINEERING",3.1304,"G"
630,630,1260,"LIBERAL ARTS",3.1791,"G"
480,620,1100,"ENGINEERING",2.0409,"G"
520,770,1290,"BUSINESS",3.4953,"G"
500,560,1060,"BUSINESS",2.4948,"G"
600,490,1090,"NATURAL SCIENCE",3.4778,"G"
620,640,1260,"BUSINESS",3.375,"G"
620,720,1340,"FINE ARTS",3.7608,"G"
470,470,940,"BUSINESS",2.1449,"G"
430,570,1000,"NATURAL SCIENCE",2.8796,"G"
630,690,1320,"BUSINESS",3.8108,"G"
580,570,1150,"LIBERAL ARTS",3.4842,"G"
540,580,1120,"LIBERAL ARTS",2.4926,"G"
570,650,1220,"NATURAL SCIENCE",3.8292,"G"
610,610,1220,"BUSINESS",3.9673,"G"
530,560,1090,"BUSINESS",2.785,"G"
430,480,910,"LIBERAL ARTS",2.32,"G"
580,540,1120,"NATURAL SCIENCE",3.8879,"G"
440,500,940,"ENGINEERING",2.5283,"G"
590,710,1300,"BUSINESS",3.307,"G"
670,650,1320,"ENGINEERING",3.0862,"G"
480,570,1050,"NATURAL SCIENCE",2.5423,"G"
640,660,1300,"BUSINESS",2.9807,"G"
530,500,1030,"LIBERAL ARTS",2.8636,"G"
570,490,1060,"LIBERAL ARTS",2.8582,"G"
430,610,1040,"LIBERAL ARTS",2.08,"G"
460,610,1070,"ENGINEERING",2.7672,"G"
520,520,1040,"EDUCATION",3.0923,"G"
570,640,1210,"LIBERAL ARTS",3.0377,"G"
510,660,1170,"LIBERAL ARTS",3.0444,"G"
610,630,1240,"LIBERAL ARTS",3.8217,"G"
560,750,1310,"ENGINEERING",3.7092,"G"
560,520,1080,"LIBERAL ARTS",3.0333,"G"
600,640,1240,"LIBERAL ARTS",3.3826,"G"
670,630,1300,"NATURAL SCIENCE",3.6888,"G"
560,620,1180,"BUSINESS",2.8256,"G"
650,650,1300,"ARCHITECTURE",3.7209,"G"
720,700,1420,"LIBERAL ARTS",3.8235,"G"
720,770,1490,"BUSINESS",3.8269,"G"
550,580,1130,"NATURAL SCIENCE",2.3495,"G"
610,580,1190,"LIBERAL ARTS",3.1282,"G"
560,430,990,"BUSINESS",2.2689,"G"
520,680,1200,"BUSINESS",3.909,"G"
570,650,1220,"NATURAL SCIENCE",3.6428,"G"
580,560,1140,"NATURAL SCIENCE",3.3644,"G"
520,620,1140,"LIBERAL ARTS",2.8992,"G"
460,530,990,"LIBERAL ARTS",2.1729,"G"
560,710,1270,"ENGINEERING",3.9538,"G"
560,590,1150,"BUSINESS",2.7578,"G"
520,610,1130,"COMMUNICATIONS",3.84,"G"
700,630,1330,"LIBERAL ARTS",2.8934,"G"
620,590,1210,"LIBERAL ARTS",3.8086,"G"
510,630,1140,"NATURAL SCIENCE",3.0873,"G"
690,740,1430,"BUSINESS",3.1896,"G"
640,650,1290,"NATURAL SCIENCE",3.5803,"G"
680,680,1360,"NATURAL SCIENCE",3.5619,"G"
640,700,1340,"BUSINESS",3.8064,"G"
640,720,1360,"COMMUNICATIONS",3.2325,"G"
520,490,1010,"BUSINESS",2.9809,"G"
680,620,1300,"LIBERAL ARTS",3.8155,"G"
570,520,1090,"LIBERAL ARTS",3.7476,"G"
640,630,1270,"COMMUNICATIONS",3.76,"G"
590,620,1210,"LIBERAL ARTS",2.6559,"G"
560,650,1210,"EDUCATION",3.423,"G"
530,560,1090,"BUSINESS",2.5194,"G"
630,570,1200,"NATURAL SCIENCE",2.6287,"G"
660,720,1380,"ENGINEERING",3.1467,"G"
610,790,1400,"LIBERAL ARTS",3.6043,"G"
710,660,1370,"BUSINESS",3.7631,"G"
750,680,1430,"ENGINEERING",3.3969,"G"
420,550,970,"LIBERAL ARTS",3.4736,"G"
640,790,1430,"LIBERAL ARTS",3.8913,"G"
660,600,1260,"NATURAL SCIENCE",3.909,"G"
570,630,1200,"LIBERAL ARTS",3.4747,"G"
660,530,1190,"LIBERAL ARTS",3.537,"G"
620,580,1200,"BUSINESS",2.8613,"G"
770,780,1550,"NATURAL SCIENCE",4,"G"
700,740,1440,"BUSINESS",3.592,"G"
600,690,1290,"LIBERAL ARTS",3.2886,"G"
700,560,1260,"FINE ARTS",3.2268,"G"
480,540,1020,"BUSINESS",3.3548,"G"
570,720,1290,"LIBERAL ARTS",2.6,"G"
480,550,1030,"NATURAL SCIENCE",2.5036,"G"
760,640,1400,"BUSINESS",3.6391,"G"
660,710,1370,"BUSINESS",4,"G"
580,630,1210,"NATURAL SCIENCE",2.5853,"G"
620,630,1250,"COMMUNICATIONS",3.6666,"G"
620,650,1270,"LIBERAL ARTS",3.2521,"G"
530,450,980,"BUSINESS",3.4,"G"
440,510,950,"LIBERAL ARTS",2.2283,"G"
650,660,1310,"NATURAL SCIENCE",2.5206,"G"
460,540,1000,"COMMUNICATIONS",2.9154,"G"
660,540,1200,"NURSING",3.304,"G"
410,410,820,"BUSINESS",2.729,"G"
530,610,1140,"BUSINESS",2.6666,"G"
600,610,1210,"LIBERAL ARTS",2.4529,"G"
600,550,1150,"BUSINESS",2.647,"G"
500,430,930,"NATURAL SCIENCE",2.2027,"G"
660,690,1350,"NATURAL SCIENCE",2.8728,"G"
530,490,1020,"LIBERAL ARTS",3.7029,"G"
510,520,1030,"ARCHITECTURE",3.31,"G"
640,620,1260,"LIBERAL ARTS",3.9752,"G"
610,600,1210,"NATURAL SCIENCE",2.6213,"G"
690,780,1470,"NATURAL SCIENCE",3.9274,"G"
670,520,1190,"LIBERAL ARTS",3.15,"G"
670,730,1400,"NATURAL SCIENCE",3.6644,"G"
600,630,1230,"NATURAL SCIENCE",3.1326,"G"
710,660,1370,"NATURAL SCIENCE",2.595,"G"
710,800,1510,"ENGINEERING",3.1964,"G"
700,650,1350,"LIBERAL ARTS",3.2986,"G"
610,580,1190,"LIBERAL ARTS",2.8349,"G"
690,720,1410,"ARCHITECTURE",3.4939,"G"
550,610,1160,"NATURAL SCIENCE",3.2385,"G"
650,610,1260,"NATURAL SCIENCE",3.1284,"G"
420,570,990,"SOCIAL WORK",3.5523,"G"
580,670,1250,"FINE ARTS",3.2258,"G"
530,630,1160,"ENGINEERING",2.2385,"G"
720,700,1420,"LIBERAL ARTS",3.9795,"G"
480,520,1000,"LIBERAL ARTS",3.4506,"G"
720,600,1320,"NATURAL SCIENCE",3.74,"G"
670,660,1330,"LIBERAL ARTS",2.6014,"G"
590,570,1160,"BUSINESS",3.4166,"G"
610,670,1280,"NATURAL SCIENCE",2.2649,"G"
580,610,1190,"LIBERAL ARTS",3.49,"G"
660,720,1380,"LIBERAL ARTS",3.4406,"G"
630,620,1250,"LIBERAL ARTS",3.2592,"G"
520,660,1180,"NATURAL SCIENCE",2.8775,"G"
580,700,1280,"ENGINEERING",2.4387,"G"
570,500,1070,"EDUCATION",3.1666,"G"
590,640,1230,"NATURAL SCIENCE",2.7606,"G"
580,490,1070,"LIBERAL ARTS",2.9322,"G"
670,690,1360,"BUSINESS",3.9083,"G"
510,630,1140,"EDUCATION",3.491,"G"
560,620,1180,"LIBERAL ARTS",3.2788,"G"
630,580,1210,"LIBERAL ARTS",2.8051,"G"
540,510,1050,"LIBERAL ARTS",3.4152,"G"
670,670,1340,"NATURAL SCIENCE",3.4901,"G"
600,630,1230,"LIBERAL ARTS",2.313,"G"
610,580,1190,"LIBERAL ARTS",3.4413,"G"
660,640,1300,"BUSINESS",3.9741,"G"
760,750,1510,"ENGINEERING",3.7439,"G"
510,530,1040,"LIBERAL ARTS",3.7053,"G"
620,660,1280,"NATURAL SCIENCE",3.5867,"G"
690,690,1380,"NATURAL SCIENCE",2.9459,"G"
600,610,1210,"NATURAL SCIENCE",2.728,"G"
630,570,1200,"LIBERAL ARTS",3.2452,"G"
790,690,1480,"COMMUNICATIONS",3.7669,"G"
700,580,1280,"NATURAL SCIENCE",3.5597,"G"
540,560,1100,"NATURAL SCIENCE",2.9021,"G"
640,630,1270,"NATURAL SCIENCE",3.5714,"G"
630,670,1300,"NATURAL SCIENCE",3.8211,"G"
670,600,1270,"NATURAL SCIENCE",3.6569,"G"
460,530,990,"NATURAL SCIENCE",2.3227,"G"
670,670,1340,"BUSINESS",3.548,"G"
680,560,1240,"LIBERAL ARTS",3.0659,"G"
580,570,1150,"NATURAL SCIENCE",3.2758,"G"
630,550,1180,"LIBERAL ARTS",2.8672,"G"
680,660,1340,"COMMUNICATIONS",3.431,"G"
570,610,1180,"FINE ARTS",3.8032,"G"
620,560,1180,"LIBERAL ARTS",3.103,"G"
410,550,960,"LIBERAL ARTS",3.1875,"G"
620,620,1240,"LIBERAL ARTS",2.2882,"G"
430,400,830,"BUSINESS",2.4205,"G"
550,620,1170,"LIBERAL ARTS",3.0176,"G"
630,780,1410,"ENGINEERING",3.0131,"G"
570,500,1070,"LIBERAL ARTS",2.9775,"G"
580,610,1190,"ENGINEERING",2.9557,"G"
530,520,1050,"NATURAL SCIENCE",3.3095,"G"
560,650,1210,"NATURAL SCIENCE",2.8583,"G"
600,710,1310,"BUSINESS",2.8312,"G"
560,500,1060,"NATURAL SCIENCE",2.5945,"G"
660,790,1450,"NATURAL SCIENCE",3.1764,"G"
680,680,1360,"LIBERAL ARTS",2.9821,"G"
750,680,1430,"ENGINEERING",3.2818,"G"
570,650,1220,"NATURAL SCIENCE",3.02,"G"
580,660,1240,"ENGINEERING",3.4818,"G"
470,550,1020,"NATURAL SCIENCE",3.4504,"G"
570,560,1130,"BUSINESS",2.5436,"G"
450,500,950,"EDUCATION",2.3114,"G"
530,630,1160,"BUSINESS",3.4336,"G"
610,640,1250,"NATURAL SCIENCE",3.3177,"G"
470,520,990,"LIBERAL ARTS",3.157,"G"
590,610,1200,"LIBERAL ARTS",2.0444,"G"
590,470,1060,"LIBERAL ARTS",3.2941,"G"
580,740,1320,"ENGINEERING",2.6621,"G"
470,530,1000,"LIBERAL ARTS",2.8015,"G"
780,660,1440,"LIBERAL ARTS",4,"G"
580,640,1220,"ENGINEERING",2.488,"G"
690,620,1310,"LIBERAL ARTS",2.5294,"G"
550,460,1010,"BUSINESS",3,"G"
800,720,1520,"LIBERAL ARTS",3.5555,"G"
520,570,1090,"BUSINESS",2.8373,"G"
570,510,1080,"LIBERAL ARTS",2.6293,"G"
540,470,1010,"BUSINESS",3.4766,"G"
580,470,1050,"COMMUNICATIONS",3.4239,"G"
650,760,1410,"NATURAL SCIENCE",3.0869,"G"
540,570,1110,"ENGINEERING",2.9624,"G"
770,730,1500,"ENGINEERING",2.916,"G"
650,690,1340,"BUSINESS",3.8548,"G"
650,630,1280,"NATURAL SCIENCE",2.1727,"G"
590,710,1300,"LIBERAL ARTS",3.6808,"G"
500,500,1000,"LIBERAL ARTS",3.244,"G"
540,470,1010,"NATURAL SCIENCE",2.6934,"G"
600,650,1250,"NATURAL SCIENCE",3.26,"G"
620,690,1310,"NATURAL SCIENCE",3.0808,"G"
720,700,1420,"LIBERAL ARTS",3.5588,"G"
690,680,1370,"ARCHITECTURE",3.7471,"G"
520,590,1110,"LIBERAL ARTS",2.7767,"G"
500,590,1090,"BUSINESS",3.2912,"G"
630,550,1180,"LIBERAL ARTS",2.3984,"G"
730,720,1450,"NATURAL SCIENCE",3.6562,"G"
550,580,1130,"FINE ARTS",2.9617,"G"
610,650,1260,"ENGINEERING",3.0091,"G"
570,560,1130,"NATURAL SCIENCE",3.2517,"G"
620,580,1200,"LIBERAL ARTS",3.4561,"G"
500,500,1000,"LIBERAL ARTS",2.2619,"G"
600,490,1090,"LIBERAL ARTS",2.3609,"G"
710,680,1390,"BUSINESS",3.5126,"G"
600,790,1390,"NATURAL SCIENCE",2.363,"G"
610,640,1250,"NATURAL SCIENCE",3.076,"G"
520,600,1120,"COMMUNICATIONS",2.8113,"G"
610,630,1240,"ENGINEERING",2.5428,"G"
610,670,1280,"BUSINESS",3.5849,"G"
660,580,1240,"LIBERAL ARTS",2.4504,"G"
570,540,1110,"LIBERAL ARTS",3.3629,"G"
770,590,1360,"LIBERAL ARTS",3.7105,"G"
470,560,1030,"LIBERAL ARTS",3.0654,"G"
400,440,840,"NATURAL SCIENCE",2.3553,"G"
640,520,1160,"LIBERAL ARTS",3.6883,"G"
800,700,1500,"BUSINESS",3.8853,"G"
800,660,1460,"NATURAL SCIENCE",3.7974,"G"
510,580,1090,"NATURAL SCIENCE",3.4452,"G"
640,660,1300,"LIBERAL ARTS",2.9912,"G"
480,460,940,"EDUCATION",3.2747,"G"
540,670,1210,"BUSINESS",2.6601,"G"
460,510,970,"BUSINESS",3.25,"G"
710,660,1370,"NATURAL SCIENCE",3.1363,"G"
660,500,1160,"LIBERAL ARTS",3.7473,"G"
620,800,1420,"BUSINESS",3.6742,"G"
630,560,1190,"ENGINEERING",2.2413,"G"
600,550,1150,"SOCIAL WORK",3.1833,"G"
680,650,1330,"COMMUNICATIONS",3.7717,"G"
540,550,1090,"NURSING",3.3604,"G"
580,710,1290,"COMMUNICATIONS",3.1652,"G"
400,500,900,"LIBERAL ARTS",2.0504,"G"
660,790,1450,"ENGINEERING",3.0508,"G"
560,620,1180,"BUSINESS",3.0582,"G"
550,630,1180,"NATURAL SCIENCE",2.5302,"G"
670,660,1330,"LIBERAL ARTS",3.0336,"G"
650,700,1350,"LIBERAL ARTS",2.119,"G"
690,660,1350,"NATURAL SCIENCE",3.0782,"G"
550,510,1060,"NATURAL SCIENCE",3.324,"G"
530,570,1100,"ENGINEERING",2.7031,"G"
530,530,1060,"LIBERAL ARTS",2.8104,"G"
590,760,1350,"ENGINEERING",2.9393,"G"
630,800,1430,"BUSINESS",3.9745,"G"
660,560,1220,"LIBERAL ARTS",3.4105,"G"
610,740,1350,"ENGINEERING",3.3389,"G"
560,600,1160,"NATURAL SCIENCE",3.2436,"G"
600,660,1260,"NATURAL SCIENCE",2.7073,"G"
470,630,1100,"NATURAL SCIENCE",2.3559,"G"
560,540,1100,"ENGINEERING",2.5725,"G"
720,680,1400,"COMMUNICATIONS",3.9634,"G"
680,730,1410,"ENGINEERING",2.4276,"G"
710,630,1340,"LIBERAL ARTS",3.1052,"G"
650,740,1390,"LIBERAL ARTS",3.9181,"G"
490,680,1170,"BUSINESS",3.0593,"G"
660,620,1280,"ENGINEERING",3.6722,"G"
650,740,1390,"NATURAL SCIENCE",3.9734,"G"
580,690,1270,"BUSINESS",3.1538,"G"
630,700,1330,"ENGINEERING",3.5689,"G"
560,520,1080,"LIBERAL ARTS",3.2022,"G"
620,590,1210,"NATURAL SCIENCE",2.1984,"G"
780,560,1340,"LIBERAL ARTS",3.1891,"G"
610,560,1170,"BUSINESS",3.1897,"G"
530,690,1220,"NATURAL SCIENCE",2.0773,"G"
530,560,1090,"NATURAL SCIENCE",3.0173,"G"
550,710,1260,"ENGINEERING",2.9787,"G"
600,590,1190,"LIBERAL ARTS",3.2965,"G"
530,590,1120,"ENGINEERING",3.2524,"G"
610,700,1310,"ENGINEERING",3.5156,"G"
420,510,930,"LIBERAL ARTS",2.2051,"G"
540,620,1160,"LIBERAL ARTS",3.5487,"G"
560,620,1180,"BUSINESS",3.4055,"G"
500,510,1010,"NATURAL SCIENCE",3.8167,"G"
470,630,1100,"LIBERAL ARTS",3.4803,"G"
590,640,1230,"LIBERAL ARTS",3.018,"G"
560,490,1050,"COMMUNICATIONS",2.6902,"G"
510,600,1110,"LIBERAL ARTS",2.264,"G"
630,690,1320,"BUSINESS",3.6562,"G"
730,740,1470,"LIBERAL ARTS",3.7086,"G"
600,570,1170,"LIBERAL ARTS",3.1333,"G"
480,620,1100,"COMMUNICATIONS",3.426,"G"
570,630,1200,"LIBERAL ARTS",2.9196,"G"
630,670,1300,"NATURAL SCIENCE",3.8333,"G"
720,630,1350,"BUSINESS",3.5816,"G"
650,670,1320,"LIBERAL ARTS",3.268,"G"
510,580,1090,"NATURAL SCIENCE",3.3565,"G"
710,680,1390,"NATURAL SCIENCE",3.554,"G"
530,480,1010,"LIBERAL ARTS",3,"G"
460,570,1030,"EDUCATION",2.646,"G"
600,470,1070,"ENGINEERING",2.4054,"G"
480,510,990,"LIBERAL ARTS",2.5925,"G"
530,600,1130,"ENGINEERING",3.0859,"G"
590,620,1210,"COMMUNICATIONS",3.2222,"G"
610,690,1300,"ENGINEERING",3.7391,"G"
660,650,1310,"BUSINESS",4,"G"
590,650,1240,"NATURAL SCIENCE",3.9727,"G"
570,560,1130,"COMMUNICATIONS",3.9259,"G"
420,590,1010,"ENGINEERING",2.5724,"G"
560,700,1260,"LIBERAL ARTS",3.741,"G"
470,630,1100,"ENGINEERING",2.5514,"G"
590,660,1250,"ENGINEERING",2.7596,"G"
630,800,1430,"NATURAL SCIENCE",3.2682,"G"
620,670,1290,"NATURAL SCIENCE",3.1916,"G"
560,650,1210,"NATURAL SCIENCE",3.5909,"G"
600,620,1220,"BUSINESS",3.2654,"G"
530,570,1100,"LIBERAL ARTS",2.6949,"G"
560,610,1170,"LIBERAL ARTS",3.5486,"G"
530,630,1160,"ENGINEERING",2.341,"G"
590,510,1100,"BUSINESS",3.8201,"G"
560,580,1140,"LIBERAL ARTS",3.2197,"G"
540,650,1190,"BUSINESS",4,"G"
640,650,1290,"ENGINEERING",3.1796,"G"
660,620,1280,"FINE ARTS",3.8434,"G"
510,600,1110,"LIBERAL ARTS",2.6396,"G"
700,600,1300,"BUSINESS",3.4758,"G"
610,650,1260,"BUSINESS",2.5773,"G"
660,600,1260,"LIBERAL ARTS",2.8148,"G"
540,560,1100,"LIBERAL ARTS",3.4017,"G"
680,730,1410,"ENGINEERING",3.902,"G"
700,590,1290,"LIBERAL ARTS",3.64,"G"
530,550,1080,"COMMUNICATIONS",3.372,"G"
560,580,1140,"LIBERAL ARTS",3.7569,"G"
680,740,1420,"NATURAL SCIENCE",3.3773,"G"
570,610,1180,"ENGINEERING",3.376,"G"
700,670,1370,"ENGINEERING",3.958,"G"
580,570,1150,"ENGINEERING",2.1176,"G"
620,660,1280,"FINE ARTS",3.5645,"G"
660,620,1280,"COMMUNICATIONS",3.6288,"G"
560,690,1250,"NATURAL SCIENCE",3.6528,"G"
700,540,1240,"LIBERAL ARTS",2.6071,"G"
580,590,1170,"LIBERAL ARTS",3.3113,"G"
600,670,1270,"LIBERAL ARTS",3.4017,"G"
600,700,1300,"ENGINEERING",3.7692,"G"
780,750,1530,"LIBERAL ARTS",3.4429,"G"
530,690,1220,"ENGINEERING",3.6355,"G"
650,770,1420,"ENGINEERING",3.9137,"G"
630,720,1350,"NATURAL SCIENCE",2.4545,"G"
670,720,1390,"LIBERAL ARTS",3.6805,"G"
580,640,1220,"LIBERAL ARTS",3.0727,"G"
550,650,1200,"BUSINESS",2.4464,"G"
790,800,1590,"LIBERAL ARTS",3.95,"G"
580,610,1190,"LIBERAL ARTS",3.3142,"G"
610,590,1200,"COMMUNICATIONS",3.7087,"G"
580,630,1210,"ENGINEERING",2.7449,"G"
560,570,1130,"NATURAL SCIENCE",3.422,"G"
780,740,1520,"LIBERAL ARTS",2.8344,"G"
710,670,1380,"LIBERAL ARTS",3.7714,"G"
540,520,1060,"FINE ARTS",3.7318,"G"
640,710,1350,"ENGINEERING",2.6578,"G"
530,520,1050,"LIBERAL ARTS",3.0697,"G"
540,560,1100,"NATURAL SCIENCE",3.4913,"G"
610,560,1170,"NATURAL SCIENCE",3.7933,"G"
690,670,1360,"LIBERAL ARTS",3.8586,"G"
520,490,1010,"BUSINESS",2.7589,"G"
560,540,1100,"LIBERAL ARTS",3.2962,"G"
610,590,1200,"NATURAL SCIENCE",2.5923,"G"
570,630,1200,"BUSINESS",3.8235,"G"
540,630,1170,"LIBERAL ARTS",3.2978,"G"
670,520,1190,"LIBERAL ARTS",3.8514,"G"
630,590,1220,"LIBERAL ARTS",3.124,"G"
780,650,1430,"COMMUNICATIONS",2.3185,"G"
550,660,1210,"LIBERAL ARTS",3.126,"G"
650,700,1350,"NATURAL SCIENCE",3.2894,"G"
630,770,1400,"NATURAL SCIENCE",3.7603,"G"
630,690,1320,"ENGINEERING",2.6093,"G"
640,560,1200,"NATURAL SCIENCE",2.8504,"G"
710,640,1350,"LIBERAL ARTS",3.9655,"G"
580,710,1290,"NATURAL SCIENCE",2.914,"G"
530,530,1060,"NATURAL SCIENCE",3.5045,"G"
500,580,1080,"LIBERAL ARTS",3.3663,"G"
710,770,1480,"ENGINEERING",2.9181,"G"
700,680,1380,"LIBERAL ARTS",2.7,"G"
